R	Gamma	E
8.60	170	-115.835279905003
8.60	175	-115.835279967047
8.60	180	-115.835279988768
8.80	0	-115.835278446664
8.80	5	-115.835278441667
8.80	10	-115.835278428609
8.80	15	-115.835278407368
8.80	20	-115.835278378625
8.80	25	-115.835278343343
8.80	30	-115.835278302661
8.80	35	-115.835278257926
8.80	40	-115.835278210586
8.80	45	-115.835278162177
8.80	50	-115.835278114275
8.80	55	-115.835278068469
8.80	60	-115.835278026402
8.80	65	-115.835277989628
8.80	70	-115.835277959712
8.80	75	-115.835277938178
8.80	80	-115.83527792648
8.80	85	-115.835277926021
8.80	90	-115.835277938106
8.80	95	-115.835277963968
8.80	100	-115.835278004697
8.80	105	-115.835278061129
8.80	110	-115.83527813385
8.80	115	-115.835278223139
8.80	120	-115.835278328726
8.80	125	-115.835278449762
8.80	130	-115.835278584646
8.80	135	-115.835278730902
8.80	140	-115.835278885099
8.80	145	-115.83527904277
8.80	150	-115.8352791985
8.80	155	-115.835279346191
8.80	160	-115.83527947924
8.80	165	-115.835279591127
8.80	170	-115.835279675943
8.80	175	-115.835279728895
8.80	180	-115.835279747517
9.00	0	-115.835278481409
9.00	5	-115.835278476853
9.00	10	-115.835278465134
9.00	15	-115.835278446031
9.00	20	-115.835278420161
9.00	25	-115.835278388384
9.00	30	-115.835278351706
9.00	35	-115.835278311295
9.00	40	-115.835278268442
9.00	45	-115.835278224464
9.00	50	-115.835278180822
9.00	55	-115.835278138901
9.00	60	-115.835278100146
9.00	65	-115.835278065987
9.00	70	-115.835278037788
9.00	75	-115.835278016897
9.00	80	-115.835278004634
9.00	85	-115.835278002265
9.00	90	-115.83527801095
9.00	95	-115.835278031746
9.00	100	-115.835278065647
9.00	105	-115.835278113379
9.00	110	-115.835278175421
9.00	115	-115.835278252001
9.00	120	-115.835278342822
9.00	125	-115.835278447122
9.00	130	-115.835278563424
9.00	135	-115.835278689549
9.00	140	-115.835278822449
9.00	145	-115.835278958238
9.00	150	-115.835279092228
9.00	155	-115.835279219156
9.00	160	-115.835279333377
9.00	165	-115.835279429342
9.00	170	-115.835279502012
9.00	175	-115.835279547355
9.00	180	-115.835279563386
9.50	0	-115.835278620838
9.50	5	-115.83527861715
9.50	10	-115.835278607998
9.50	15	-115.835278593058
9.50	20	-115.835278572791
9.50	25	-115.835278547818
9.50	30	-115.835278518902
9.50	35	-115.835278486883
9.50	40	-115.835278452733
9.50	45	-115.835278417476
9.50	50	-115.835278382159
9.50	55	-115.835278347855
9.50	60	-115.835278315655
9.50	65	-115.835278286636
9.50	70	-115.835278261856
9.50	75	-115.835278242358
9.50	80	-115.835278229144
9.50	85	-115.835278223165
9.50	90	-115.835278225348
9.50	95	-115.83527823647
9.50	100	-115.835278257234
9.50	105	-115.835278288204
9.50	110	-115.835278329714
9.50	115	-115.835278381842
9.50	120	-115.835278444354
9.50	125	-115.835278516611
9.50	130	-115.835278597478
9.50	135	-115.835278685303
9.50	140	-115.835278777848
9.50	145	-115.835278872302
9.50	150	-115.835278965376
9.50	155	-115.835279053359
9.50	160	-115.83527913238
9.50	165	-115.835279198625
9.50	170	-115.835279248725
9.50	175	-115.835279279966
9.50	180	-115.835279291178
10.00	0	-115.835278808522
10.00	5	-115.835278805442
10.00	10	-115.835278798106
10.00	15	-115.835278786096
10.00	20	-115.835278769794
10.00	25	-115.835278749643
10.00	30	-115.835278726205
10.00	35	-115.835278700164
10.00	40	-115.835278672232
10.00	45	-115.8352786432
10.00	50	-115.835278613845
10.00	55	-115.835278585034
10.00	60	-115.83527855759
10.00	65	-115.835278532354
10.00	70	-115.835278510178
10.00	75	-115.835278491845
10.00	80	-115.83527847815
10.00	85	-115.835278469854
10.00	90	-115.835278467642
10.00	95	-115.835278472148
10.00	100	-115.835278483914
10.00	105	-115.835278503335
10.00	110	-115.835278530647
10.00	115	-115.835278565936
10.00	120	-115.835278608951
10.00	125	-115.835278659191
10.00	130	-115.835278715805
10.00	135	-115.835278777516
10.00	140	-115.835278842667
10.00	145	-115.835278909214
10.00	150	-115.835278974768
10.00	155	-115.835279036688
10.00	160	-115.835279092228
10.00	165	-115.835279138764
10.00	170	-115.83527917391
10.00	175	-115.835279195797
10.00	180	-115.835279203844
10.50	0	-115.835279022054
10.50	5	-115.835279019425
10.50	10	-115.835279013391
10.50	15	-115.835279003528
10.50	20	-115.835278990075
10.50	25	-115.835278973429
10.50	30	-115.835278953994
10.50	35	-115.835278932318
10.50	40	-115.835278908945
10.50	45	-115.835278884469
10.50	50	-115.835278859552
10.50	55	-115.835278834834
10.50	60	-115.835278810966
10.50	65	-115.835278788624
10.50	70	-115.835278768513
10.50	75	-115.835278751217
10.50	80	-115.835278737394
10.50	85	-115.835278727631
10.50	90	-115.835278722498
10.50	95	-115.835278722477
10.50	100	-115.835278728008
10.50	105	-115.835278739394
10.50	110	-115.835278756821
10.50	115	-115.835278780319
10.50	120	-115.83527880973
10.50	125	-115.835278844628
10.50	130	-115.835278884348
10.50	135	-115.835278927942
10.50	140	-115.83527897418
10.50	145	-115.8352790215
10.50	150	-115.835279068166
10.50	155	-115.835279112266
10.50	160	-115.835279151825
10.50	165	-115.835279184955
10.50	170	-115.835279209958
10.50	175	-115.835279225527
10.50	180	-115.835279231426
11.00	0	-115.835279247572
11.00	5	-115.835279245269
11.00	10	-115.835279240216
11.00	15	-115.835279231919
11.00	20	-115.835279220628
11.00	25	-115.835279206606
11.00	30	-115.835279190165
11.00	35	-115.835279171748
11.00	40	-115.835279151796
11.00	45	-115.835279130791
11.00	50	-115.835279109223
11.00	55	-115.835279087637
11.00	60	-115.83527906657
11.00	65	-115.835279046526
11.00	70	-115.835279028078
11.00	75	-115.835279011753
11.00	80	-115.835278998041
11.00	85	-115.835278987416
11.00	90	-115.83527898036
11.00	95	-115.835278977276
11.00	100	-115.835278978476
11.00	105	-115.835278984229
11.00	110	-115.8352789947
11.00	115	-115.835279009908
11.00	120	-115.83527902968
11.00	125	-115.835279053721
11.00	130	-115.835279081531
11.00	135	-115.835279112371
11.00	140	-115.835279145288
11.00	145	-115.835279179145
11.00	150	-115.835279212614
11.00	155	-115.835279244321
11.00	160	-115.835279272771
11.00	165	-115.835279296596
11.00	170	-115.835279314592
11.00	175	-115.835279325805
11.00	180	-115.835279330222
11.50	0	-115.835279476468
11.50	5	-115.835279474409
11.50	10	-115.835279470099
11.50	15	-115.835279463016
11.50	20	-115.835279453344
11.50	25	-115.835279441312
11.50	30	-115.835279427173
11.50	35	-115.835279411275
11.50	40	-115.835279393971
11.50	45	-115.83527937563
11.50	50	-115.8352793567
11.50	55	-115.835279337579
11.50	60	-115.835279318726
11.50	65	-115.835279300575
11.50	70	-115.835279283564
11.50	75	-115.835279268116
11.50	80	-115.835279254675
11.50	85	-115.835279243623
11.50	90	-115.835279235357
11.50	95	-115.835279230188
11.50	100	-115.835279228405
11.50	105	-115.835279230199
11.50	110	-115.835279235738
11.50	115	-115.835279244998
11.50	120	-115.835279257919
11.50	125	-115.83527927422
11.50	130	-115.835279293525
11.50	135	-115.835279315256
11.50	140	-115.835279338675
11.50	145	-115.835279362953
11.50	150	-115.83527938707
11.50	155	-115.835279409983
11.50	160	-115.835279430587
11.50	165	-115.835279447863
11.50	170	-115.835279460931
11.50	175	-115.835279469059
11.50	180	-115.835279472434
12.00	0	-115.835279703398
12.00	5	-115.83527970154
12.00	10	-115.835279697803
12.00	15	-115.83527969166
12.00	20	-115.835279683255
12.00	25	-115.835279672772
12.00	30	-115.835279660435
12.00	35	-115.835279646518
12.00	40	-115.835279631284
12.00	45	-115.835279615094
12.00	50	-115.835279598256
12.00	55	-115.83527958113
12.00	60	-115.835279564094
12.00	65	-115.835279547506
12.00	70	-115.835279531727
12.00	75	-115.83527951713
12.00	80	-115.835279504075
12.00	85	-115.835279492883
12.00	90	-115.835279483869
12.00	95	-115.835279477319
12.00	100	-115.835279473485
12.00	105	-115.835279472516
12.00	110	-115.835279474535
12.00	115	-115.835279479576
12.00	120	-115.835279487534
12.00	125	-115.835279498245
12.00	130	-115.835279511406
12.00	135	-115.835279526558
12.00	140	-115.835279543151
12.00	145	-115.83527956051
12.00	150	-115.835279577902
12.00	155	-115.835279594482
12.00	160	-115.835279609461
12.00	165	-115.835279622059
12.00	170	-115.83527963158
12.00	175	-115.835279637526
12.00	180	-115.835279640149
12.50	0	-115.835279925107
12.50	5	-115.835279923405
12.50	10	-115.835279920118
12.50	15	-115.835279914731
12.50	20	-115.835279907328
12.50	25	-115.835279898093
12.50	30	-115.835279887195
12.50	35	-115.835279874844
12.50	40	-115.835279861298
12.50	45	-115.835279846831
12.50	50	-115.8352798317
12.50	55	-115.835279816225
12.50	60	-115.835279800698
12.50	65	-115.835279785449
12.50	70	-115.835279770769
12.50	75	-115.835279756971
12.50	80	-115.835279744356
12.50	85	-115.835279733225
12.50	90	-115.835279723822
12.50	95	-115.8352797164
12.50	100	-115.83527971116
12.50	105	-115.835279708243
12.50	110	-115.835279707777
12.50	115	-115.835279709772
12.50	120	-115.835279714158
12.50	125	-115.835279720815
12.50	130	-115.835279729487
12.50	135	-115.835279739856
12.50	140	-115.83527975145
12.50	145	-115.835279763781
12.50	150	-115.835279776262
12.50	155	-115.835279788254
12.50	160	-115.835279799135
12.50	165	-115.835279808327
12.50	170	-115.835279815304
12.50	175	-115.83527981965
12.50	180	-115.835279821731
13.00	0	-115.835280139681
13.00	5	-115.835280138097
13.00	10	-115.835280135177
13.00	15	-115.83528013039
13.00	20	-115.835280123812
13.00	25	-115.835280115586
13.00	30	-115.835280105842
13.00	35	-115.835280094793
13.00	40	-115.835280082632
13.00	45	-115.835280069571
13.00	50	-115.835280055867
13.00	55	-115.835280041779
13.00	60	-115.835280027546
13.00	65	-115.83528001345
13.00	70	-115.835279999749
13.00	75	-115.835279986703
13.00	80	-115.835279974576
13.00	85	-115.835279963627
13.00	90	-115.835279954073
13.00	95	-115.835279946126
13.00	100	-115.835279939961
13.00	105	-115.835279935706
13.00	110	-115.835279933465
13.00	115	-115.835279933264
13.00	120	-115.83527993506
13.00	125	-115.835279938755
13.00	130	-115.835279944144
13.00	135	-115.835279950979
13.00	140	-115.835279958922
13.00	145	-115.835279967547
13.00	150	-115.835279976417
13.00	155	-115.835279985028
13.00	160	-115.835279992904
13.00	165	-115.835279999594
13.00	170	-115.83528000467
13.00	175	-115.835280007858
13.00	180	-115.835280009555
13.50	0	-115.835280346045
13.50	5	-115.83528034456
13.50	10	-115.835280341958
13.50	15	-115.835280337661
13.50	20	-115.835280331762
13.50	25	-115.835280324355
13.50	30	-115.83528031559
13.50	35	-115.835280305603
13.50	40	-115.835280294593
13.50	45	-115.835280282719
13.50	50	-115.835280270228
13.50	55	-115.835280257303
13.50	60	-115.83528024419
13.50	65	-115.83528023109
13.50	70	-115.83528021828
13.50	75	-115.835280205942
13.50	80	-115.83528019433
13.50	85	-115.835280183661
13.50	90	-115.835280174114
13.50	95	-115.83528016588
13.50	100	-115.835280159139
13.50	105	-115.835280153968
13.50	110	-115.835280150482
13.50	115	-115.835280148714
13.50	120	-115.835280148624
13.50	125	-115.835280150137
13.50	130	-115.83528015313
13.50	135	-115.835280157356
13.50	140	-115.835280162568
13.50	145	-115.835280168456
13.50	150	-115.835280174631
13.50	155	-115.835280180754
13.50	160	-115.835280186391
13.50	165	-115.835280191217
13.50	170	-115.83528019491
13.50	175	-115.835280197225
13.50	180	-115.835280198615
14.00	0	-115.835280543722
14.00	5	-115.835280542321
14.00	10	-115.835280539972
14.00	15	-115.835280536078
14.00	20	-115.835280530744
14.00	25	-115.835280524044
14.00	30	-115.835280516078
14.00	35	-115.835280506996
14.00	40	-115.835280496954
14.00	45	-115.835280486105
14.00	50	-115.835280474626
14.00	55	-115.835280462725
14.00	60	-115.835280450568
14.00	65	-115.835280438396
14.00	70	-115.835280426378
14.00	75	-115.835280414714
14.00	80	-115.835280403601
14.00	85	-115.835280393259
14.00	90	-115.835280383844
14.00	95	-115.83528037552
14.00	100	-115.835280368415
14.00	105	-115.835280362655
14.00	110	-115.835280358301
14.00	115	-115.835280355417
14.00	120	-115.835280353953
14.00	125	-115.835280353884
14.00	130	-115.835280355076
14.00	135	-115.835280357379
14.00	140	-115.835280360568
14.00	145	-115.835280364401
14.00	150	-115.835280368593
14.00	155	-115.835280372811
14.00	160	-115.835280376793
14.00	165	-115.835280380209
14.00	170	-115.835280382861
14.00	175	-115.835280384521
14.00	180	-115.835280385705
14.50	0	-115.835280732542
14.50	5	-115.835280731215
14.50	10	-115.835280729074
14.50	15	-115.835280725538
14.50	20	-115.835280720678
14.50	25	-115.835280714559
14.50	30	-115.835280707281
14.50	35	-115.835280698971
14.50	40	-115.835280689777
14.50	45	-115.835280679797
14.50	50	-115.835280669203
14.50	55	-115.835280658189
14.50	60	-115.835280646901
14.50	65	-115.835280635515
14.50	70	-115.835280624218
14.50	75	-115.835280613206
14.50	80	-115.835280602613
14.50	85	-115.835280592628
14.50	90	-115.835280583409
14.50	95	-115.835280575101
14.50	100	-115.835280567826
14.50	105	-115.835280561696
14.50	110	-115.835280556758
14.50	115	-115.835280553085
14.50	120	-115.835280550646
14.50	125	-115.835280549407
14.50	130	-115.835280549283
14.50	135	-115.83528055014
14.50	140	-115.83528055181
14.50	145	-115.835280554099
14.50	150	-115.835280556777
14.50	155	-115.835280559593
14.50	160	-115.835280562304
14.50	165	-115.835280564684
14.50	170	-115.835280566543
14.50	175	-115.835280567708
14.50	180	-115.835280568723
15.00	0	-115.835280912622
15.00	5	-115.835280911363
15.00	10	-115.835280909396
15.00	15	-115.835280906165
15.00	20	-115.8352809017
15.00	25	-115.835280896092
15.00	30	-115.835280889401
15.00	35	-115.835280881778
15.00	40	-115.835280873274
15.00	45	-115.835280864049
15.00	50	-115.835280854267
15.00	55	-115.835280844016
15.00	60	-115.83528083349
15.00	65	-115.835280822834
15.00	70	-115.835280812212
15.00	75	-115.835280801767
15.00	80	-115.835280791678
15.00	85	-115.835280782069
15.00	90	-115.835280773113
15.00	95	-115.835280764905
15.00	100	-115.835280757591
15.00	105	-115.835280751243
15.00	110	-115.835280745951
15.00	115	-115.835280741718
15.00	120	-115.835280738572
15.00	125	-115.835280736494
15.00	130	-115.835280735395
15.00	135	-115.835280735183
15.00	140	-115.835280735719
15.00	145	-115.835280736855
15.00	150	-115.835280738375
15.00	155	-115.835280740129
15.00	160	-115.835280741878
15.00	165	-115.83528074346
15.00	170	-115.835280744716
15.00	175	-115.835280745531
15.00	180	-115.835280746415
16.00	0	-115.835281247532
16.00	5	-115.835281246379
16.00	10	-115.835281244709
16.00	15	-115.835281241942
16.00	20	-115.835281238149
16.00	25	-115.835281233378
16.00	30	-115.835281227657
16.00	35	-115.835281221095
16.00	40	-115.835281213789
16.00	45	-115.835281205824
16.00	50	-115.835281197338
16.00	55	-115.835281188413
16.00	60	-115.835281179175
16.00	65	-115.835281169784
16.00	70	-115.835281160336
16.00	75	-115.835281150965
16.00	80	-115.835281141809
16.00	85	-115.835281132977
16.00	90	-115.8352811246
16.00	95	-115.835281116768
16.00	100	-115.8352811096
16.00	105	-115.835281103161
16.00	110	-115.835281097529
16.00	115	-115.835281092705
16.00	120	-115.83528108873
16.00	125	-115.835281085601
16.00	130	-115.835281083269
16.00	135	-115.835281081674
16.00	140	-115.835281080724
16.00	145	-115.835281080319
16.00	150	-115.835281080337
16.00	155	-115.835281080644
16.00	160	-115.835281081116
16.00	165	-115.835281081635
16.00	170	-115.835281082074
16.00	175	-115.835281082391
16.00	180	-115.835281083097
17.00	0	-115.835281551161
17.00	5	-115.835281550072
17.00	10	-115.835281548629
17.00	15	-115.835281546248
17.00	20	-115.835281542966
17.00	25	-115.835281538816
17.00	30	-115.835281533852
17.00	35	-115.83528152814
17.00	40	-115.835281521778
17.00	45	-115.835281514816
17.00	50	-115.835281507369
17.00	55	-115.835281499505
17.00	60	-115.835281491345
17.00	65	-115.835281482998
17.00	70	-115.835281474549
17.00	75	-115.835281466122
17.00	80	-115.835281457812
17.00	85	-115.835281449722
17.00	90	-115.835281441974
17.00	95	-115.835281434641
17.00	100	-115.83528142779
17.00	105	-115.835281421516
17.00	110	-115.835281415855
17.00	115	-115.835281410869
17.00	120	-115.835281406548
17.00	125	-115.835281402913
17.00	130	-115.835281399939
17.00	135	-115.835281397611
17.00	140	-115.835281395828
17.00	145	-115.835281394555
17.00	150	-115.835281393696
17.00	155	-115.835281393199
17.00	160	-115.835281392908
17.00	165	-115.835281392784
17.00	170	-115.835281392758
17.00	175	-115.835281392767
17.00	180	-115.835281393377
18.00	0	-115.835281826615
18.00	5	-115.83528182559
18.00	10	-115.835281824341
18.00	15	-115.835281822245
18.00	20	-115.835281819361
18.00	25	-115.835281815722
18.00	30	-115.835281811367
18.00	35	-115.835281806357
18.00	40	-115.835281800742
18.00	45	-115.835281794586
18.00	50	-115.835281787994
18.00	55	-115.835281781008
18.00	60	-115.835281773747
18.00	65	-115.835281766275
18.00	70	-115.83528175868
18.00	75	-115.835281751092
18.00	80	-115.835281743536
18.00	85	-115.835281736162
18.00	90	-115.835281729011
18.00	95	-115.835281722179
18.00	100	-115.835281715754
18.00	105	-115.835281709761
18.00	110	-115.835281704271
18.00	115	-115.835281699316
18.00	120	-115.835281694935
18.00	125	-115.835281691104
18.00	130	-115.835281687843
18.00	135	-115.835281685129
18.00	140	-115.835281682928
18.00	145	-115.835281681176
18.00	150	-115.835281679829
18.00	155	-115.835281678838
18.00	160	-115.835281678114
18.00	165	-115.835281677639
18.00	170	-115.835281677325
18.00	175	-115.83528167716
18.00	180	-115.835281677719
19.00	0	-115.835282077
19.00	5	-115.835282076031
19.00	10	-115.835282074914
19.00	15	-115.835282073064
19.00	20	-115.835282070516
19.00	25	-115.835282067294
19.00	30	-115.835282063436
19.00	35	-115.835282058985
19.00	40	-115.835282053986
19.00	45	-115.835282048514
19.00	50	-115.83528204263
19.00	55	-115.835282036393
19.00	60	-115.835282029881
19.00	65	-115.835282023143
19.00	70	-115.835282016319
19.00	75	-115.835282009421
19.00	80	-115.835282002569
19.00	85	-115.835281995817
19.00	90	-115.835281989253
19.00	95	-115.835281982921
19.00	100	-115.835281976923
19.00	105	-115.83528197128
19.00	110	-115.835281966036
19.00	115	-115.83528196125
19.00	120	-115.835281956929
19.00	125	-115.835281953107
19.00	130	-115.835281949763
19.00	135	-115.835281946901
19.00	140	-115.835281944496
19.00	145	-115.835281942494
19.00	150	-115.835281940881
19.00	155	-115.835281939625
19.00	160	-115.835281938661
19.00	165	-115.835281937977
19.00	170	-115.835281937497
19.00	175	-115.835281937222
19.00	180	-115.835281937748
20.00	0	-115.83528230444
20.00	5	-115.835282303506
20.00	10	-115.835282302543
20.00	15	-115.835282300929
20.00	20	-115.835282298699
20.00	25	-115.835282295873
20.00	30	-115.835282292498
20.00	35	-115.835282288596
20.00	40	-115.835282284209
20.00	45	-115.835282279404
20.00	50	-115.835282274349
20.00	55	-115.835282268735
20.00	60	-115.835282262854
20.00	65	-115.835282256788
20.00	70	-115.835282250602
20.00	75	-115.835282244332
20.00	80	-115.835282238092
20.00	85	-115.835282231908
20.00	90	-115.83528222588
20.00	95	-115.835282220027
20.00	100	-115.835282214447
20.00	105	-115.835282209165
20.00	110	-115.835282204217
20.00	115	-115.835282199663
20.00	120	-115.835282195513
20.00	125	-115.835282191767
20.00	130	-115.83528218846
20.00	135	-115.835282185571
20.00	140	-115.835282183083
20.00	145	-115.835282180985
20.00	150	-115.835282179249
20.00	155	-115.83528217786
20.00	160	-115.835282176775
20.00	165	-115.835282175961
20.00	170	-115.835282175398
20.00	175	-115.83528217507
20.00	180	-115.835282175567
21.00	0	-115.835282511632
21.00	5	-115.835282510741
21.00	10	-115.835282509913
21.00	15	-115.835282508559
21.00	20	-115.835282506653
21.00	25	-115.835282504257
21.00	30	-115.835282501362
21.00	35	-115.835282498013
21.00	40	-115.835282494242
21.00	45	-115.835282490069
21.00	50	-115.835282485563
21.00	55	-115.83528248075
21.00	60	-115.835282475685
21.00	65	-115.835282470412
21.00	70	-115.835282464983
21.00	75	-115.835282458864
21.00	80	-115.835282453196
21.00	85	-115.835282447588
21.00	90	-115.835282441697
21.00	95	-115.835282436296
21.00	100	-115.835282431109
21.00	105	-115.835282426181
21.00	110	-115.835282422061
21.00	115	-115.835282417614
21.00	120	-115.835282413481
21.00	125	-115.835282409704
21.00	130	-115.835282406286
21.00	135	-115.835282403242
21.00	140	-115.835282400564
21.00	145	-115.835282398261
21.00	150	-115.8352823963
21.00	155	-115.835282394685
21.00	160	-115.835282393379
21.00	165	-115.835282392399
21.00	170	-115.835282391698
21.00	175	-115.835282391297
21.00	180	-115.835282391765
22.00	0	-115.835282703194
22.00	5	-115.83528270234
22.00	10	-115.835282701581
22.00	15	-115.835282700327
22.00	20	-115.835282698598
22.00	25	-115.8352826964
22.00	30	-115.835282693751
22.00	35	-115.835282690694
22.00	40	-115.835282687223
22.00	45	-115.83528268341
22.00	50	-115.835282679294
22.00	55	-115.83528267487
22.00	60	-115.835282670227
22.00	65	-115.835282665385
22.00	70	-115.835282660406
22.00	75	-115.835282655327
22.00	80	-115.835282650206
22.00	85	-115.835282645068
22.00	90	-115.83528263998
22.00	95	-115.835282634989
22.00	100	-115.835282630148
22.00	105	-115.835282625471
22.00	110	-115.835282621037
22.00	115	-115.835282616822
22.00	120	-115.835282612898
22.00	125	-115.835282609264
22.00	130	-115.835282605952
22.00	135	-115.835282602961
22.00	140	-115.835282600309
22.00	145	-115.83528259799
22.00	150	-115.835282595993
22.00	155	-115.835282594326
22.00	160	-115.835282592979
22.00	165	-115.835282591939
22.00	170	-115.835282591211
22.00	175	-115.835282590757
22.00	180	-115.835282591224
23.00	0	-115.835282879179
23.00	5	-115.835282878339
23.00	10	-115.83528287764
23.00	15	-115.835282876499
23.00	20	-115.835282874921
23.00	25	-115.835282872887
23.00	30	-115.835282870464
23.00	35	-115.835282867654
23.00	40	-115.83528286448
23.00	45	-115.835282860977
23.00	50	-115.835282857178
23.00	55	-115.83528285313
23.00	60	-115.835282848861
23.00	65	-115.835282844409
23.00	70	-115.835282839824
23.00	75	-115.835282835141
23.00	80	-115.835282830411
23.00	85	-115.835282825687
23.00	90	-115.835282820978
23.00	95	-115.83528281638
23.00	100	-115.835282811895
23.00	105	-115.835282807562
23.00	110	-115.835282803422
23.00	115	-115.835282799505
23.00	120	-115.835282795838
23.00	125	-115.835282792446
23.00	130	-115.835282789328
23.00	135	-115.835282786509
23.00	140	-115.835282784012
23.00	145	-115.835282781804
23.00	150	-115.835282779903
23.00	155	-115.835282778315
23.00	160	-115.835282777019
23.00	165	-115.835282776035
23.00	170	-115.835282775314
23.00	175	-115.835282774896
23.00	180	-115.835282775359
24.00	0	-115.835283041318
24.00	5	-115.835283040492
24.00	10	-115.83528303986
24.00	15	-115.835283038798
24.00	20	-115.835283037341
24.00	25	-115.835283035489
24.00	30	-115.835283033251
24.00	35	-115.835283030663
24.00	40	-115.835283027742
24.00	45	-115.83528302453
24.00	50	-115.835283021032
24.00	55	-115.835283017293
24.00	60	-115.83528301336
24.00	65	-115.835283009259
24.00	70	-115.835283005037
24.00	75	-115.835283000707
24.00	80	-115.835282996351
24.00	85	-115.835282991976
24.00	90	-115.835282987627
24.00	95	-115.835282983367
24.00	100	-115.835282979196
24.00	105	-115.835282975182
24.00	110	-115.835282971332
24.00	115	-115.835282967685
24.00	120	-115.835282964247
24.00	125	-115.835282961089
24.00	130	-115.835282958161
24.00	135	-115.835282955509
24.00	140	-115.835282953149
24.00	145	-115.835282951069
24.00	150	-115.835282949268
24.00	155	-115.83528294776
24.00	160	-115.835282946527
24.00	165	-115.835282945592
24.00	170	-115.835282944897
24.00	175	-115.83528294449
24.00	180	-115.835282944963
25.00	0	-115.83528319113
25.00	5	-115.835283190321
25.00	10	-115.835283189734
25.00	15	-115.835283188772
25.00	20	-115.835283187417
25.00	25	-115.835283185714
25.00	30	-115.835283183643
25.00	35	-115.835283181247
25.00	40	-115.835283178563
25.00	45	-115.835283175585
25.00	50	-115.83528317236
25.00	55	-115.835283168918
25.00	60	-115.835283165281
25.00	65	-115.835283161497
25.00	70	-115.835283157585
25.00	75	-115.835283153599
25.00	80	-115.835283149546
25.00	85	-115.835283145502
25.00	90	-115.835283141483
25.00	95	-115.835283137518
25.00	100	-115.835283133649
25.00	105	-115.835283129921
25.00	110	-115.835283126341
25.00	115	-115.835283122933
25.00	120	-115.835283119726
25.00	125	-115.835283116777
25.00	130	-115.835283114025
25.00	135	-115.835283111552
25.00	140	-115.835283109316
25.00	145	-115.835283107354
25.00	150	-115.835283105646
25.00	155	-115.835283104225
25.00	160	-115.835283103042
25.00	165	-115.835283102143
25.00	170	-115.835283101506
25.00	175	-115.835283101116
25.00	180	-115.835283101593
50.00	0	-115.835285021502
50.00	5	-115.835285020859
50.00	10	-115.835285020718
50.00	15	-115.835285020484
50.00	20	-115.83528502016
50.00	25	-115.835285019745
50.00	30	-115.835285019256
50.00	35	-115.835285018676
50.00	40	-115.835285018031
50.00	45	-115.835285017319
50.00	50	-115.835285016546
50.00	55	-115.835285015708
50.00	60	-115.835285014825
50.00	65	-115.835285013909
50.00	70	-115.835285012947
50.00	75	-115.835285011966
50.00	80	-115.83528501097
50.00	85	-115.83528500996
50.00	90	-115.83528500896
50.00	95	-115.835285007966
50.00	100	-115.835285006966
50.00	105	-115.835285006022
50.00	110	-115.835285005086
50.00	115	-115.835285004187
50.00	120	-115.83528500335
50.00	125	-115.835285002538
50.00	130	-115.835285001779
50.00	135	-115.835285001097
50.00	140	-115.835285000466
50.00	145	-115.835284999908
50.00	150	-115.835284999416
50.00	155	-115.835284998982
50.00	160	-115.835284998639
50.00	165	-115.835284998374
50.00	170	-115.835284998169
50.00	175	-115.83528499806
50.00	180	-115.835284998634
100.00	0	-115.835285947809
100.00	5	-115.835285947204
100.00	10	-115.835285947169
100.00	15	-115.835285947113
100.00	20	-115.835285947035
100.00	25	-115.835285946937
100.00	30	-115.835285946818
100.00	35	-115.83528594668
100.00	40	-115.835285946535
100.00	45	-115.835285946363
100.00	50	-115.835285946183
100.00	55	-115.835285945989
100.00	60	-115.835285945769
100.00	65	-115.835285945546
100.00	70	-115.835285945311
100.00	75	-115.835285945078
100.00	80	-115.835285944848
100.00	85	-115.835285944605
100.00	90	-115.835285944349
100.00	95	-115.835285944116
100.00	100	-115.835285943867
100.00	105	-115.835285943641
100.00	110	-115.835285943399
100.00	115	-115.835285943185
100.00	120	-115.835285942981
100.00	125	-115.835285942775
100.00	130	-115.835285942591
100.00	135	-115.835285942417
100.00	140	-115.835285942253
100.00	145	-115.835285942114
100.00	150	-115.835285941989
100.00	155	-115.83528594188
100.00	160	-115.835285941798
100.00	165	-115.835285941726
100.00	170	-115.83528594167
100.00	175	-115.835285941644
100.00	180	-115.835285942239
