R,a1,a2,a3,E
6.0,30,90,150,-76.97767973
6.0,30,90,30,-76.97767973
5.4,90,30,30,-76.97767964
5.4,90,30,150,-76.97767964
6.1,30,30,60,-76.97767961
5.9,30,60,60,-76.97767957
3.5,0,90,90,-76.97767941
5.9,30,0,60,-76.97767938
5.9,60,0,60,-76.97767938
5.9,30,30,90,-76.97767934
5.9,0,0,60,-76.97767933
6.0,60,30,60,-76.97767933
5.9,90,0,60,-76.97767933
6.2,0,0,90,-76.97767929
6.2,90,0,90,-76.97767929
5.4,30,90,60,-76.97767927
4.9,0,90,90,-76.97767924
5.3,0,90,120,-76.97767924
6.3,90,90,0,-76.97767922
6.3,0,90,180,-76.97767922
6.3,90,90,180,-76.97767922
6.3,30,90,0,-76.97767922
6.3,30,90,180,-76.97767922
6.3,60,90,180,-76.97767922
6.3,60,90,0,-76.97767922
6.3,0,90,0,-76.97767922
5.2,90,0,30,-76.97767921
5.2,90,0,150,-76.97767921
5.2,0,0,30,-76.97767921
5.2,0,0,150,-76.97767921
6.2,60,0,90,-76.97767916
5.5,60,90,120,-76.97767913
5.3,0,60,90,-76.97767913
3.4,30,30,30,-76.97767908
6.0,90,30,90,-76.97767899
5.6,90,90,60,-76.97767889
5.2,60,90,90,-76.97767878
5.8,90,30,120,-76.97767868
5.2,60,30,150,-76.97767868
5.5,60,60,90,-76.97767859
4.9,0,30,150,-76.97767856
5.3,90,90,90,-76.97767855
6.0,0,90,30,-76.97767851
6.0,0,90,150,-76.97767851
4.8,90,0,0,-76.97767849
4.8,0,0,0,-76.97767849
4.8,0,0,180,-76.97767849
4.8,60,0,180,-76.97767849
4.8,30,0,0,-76.97767849
4.8,90,0,180,-76.97767849
4.8,60,0,0,-76.97767849
4.8,30,0,180,-76.97767849
5.8,30,30,30,-76.97767843
5.3,0,30,120,-76.97767842
6.0,60,30,90,-76.97767842
5.7,90,60,60,-76.97767835
5.0,30,30,150,-76.97767833
5.1,30,60,120,-76.97767825
6.2,0,60,30,-76.97767818
5.9,30,0,120,-76.97767816
5.9,60,0,120,-76.97767816
5.9,0,0,120,-76.97767809999999
5.9,90,0,120,-76.97767809999999
5.4,30,90,120,-76.97767803
5.4,30,30,120,-76.97767798
6.0,30,60,0,-76.97767796
6.0,0,60,180,-76.97767796
6.0,90,60,0,-76.97767796
6.0,60,60,0,-76.97767796
6.0,60,60,180,-76.97767796
6.0,90,60,180,-76.97767796
6.0,0,60,0,-76.97767796
6.0,30,60,180,-76.97767796
6.2,30,0,90,-76.97767793
5.6,60,30,120,-76.97767786
5.4,60,60,120,-76.97767785
5.0,30,90,90,-76.97767777
6.2,30,60,30,-76.97767776
6.1,60,90,150,-76.97767774
6.1,60,90,30,-76.97767774
6.1,90,90,30,-76.97767768
6.1,90,90,150,-76.97767768
5.6,90,90,120,-76.97767765
6.2,0,30,60,-76.97767763
5.6,90,60,90,-76.97767757
5.9,60,60,60,-76.9776775
6.1,60,60,30,-76.97767745
5.9,90,60,150,-76.97767737
3.3,90,60,60,-76.97767737
5.9,90,60,30,-76.97767737
5.7,90,60,120,-76.97767711
6.0,0,30,90,-76.97767708
5.6,60,90,60,-76.97767684
5.4,30,60,90,-76.97767673
5.7,60,30,30,-76.97767673
6.2,30,30,60,-76.97767669
5.7,60,60,150,-76.97767668
5.4,0,90,60,-76.97767665
6.1,30,90,30,-76.97767664
6.1,30,90,150,-76.97767664
6.3,0,0,90,-76.97767661
6.3,90,0,90,-76.97767661
5.9,90,30,60,-76.97767658
6.0,0,60,60,-76.97767656
6.3,60,0,90,-76.97767648
6.4,90,90,0,-76.97767645
6.4,90,90,180,-76.97767645
6.4,60,90,0,-76.97767645
6.4,30,90,180,-76.97767645
6.4,0,90,180,-76.97767645
6.4,0,90,0,-76.97767645
6.4,30,90,0,-76.97767645
6.4,60,90,180,-76.97767645
5.4,0,60,150,-76.97767634
6.0,30,60,60,-76.97767634
6.1,60,30,60,-76.97767633
6.0,30,0,60,-76.97767629
6.0,60,0,60,-76.97767629
6.0,30,30,90,-76.97767627
3.3,90,60,120,-76.97767621
6.0,90,0,60,-76.9776762
6.0,0,0,60,-76.9776762
6.1,90,30,90,-76.97767612
5.9,0,30,30,-76.97767606
5.5,30,60,150,-76.97767603
5.5,30,90,60,-76.97767572
5.4,0,60,90,-76.97767571
5.3,90,30,180,-76.97767569999999
5.3,0,30,180,-76.97767569999999
5.0,0,60,120,-76.97767569999999
5.3,60,30,0,-76.97767569999999
5.3,60,30,180,-76.97767569999999
5.3,90,30,0,-76.97767569999999
5.3,30,30,180,-76.97767569999999
5.3,0,30,0,-76.97767569999999
5.3,30,30,0,-76.97767569999999
5.7,90,90,60,-76.97767568
5.6,60,90,120,-76.9776756
6.1,60,30,90,-76.9776756
5.6,60,60,90,-76.97767553
6.1,0,90,150,-76.97767548
6.1,0,90,30,-76.97767548
5.4,0,90,120,-76.97767541
5.9,90,30,120,-76.97767534
6.3,30,0,90,-76.97767525
5.3,60,90,90,-76.9776751
6.3,0,60,30,-76.97767507
6.0,30,0,120,-76.97767506
5.4,90,90,90,-76.97767506
6.0,60,0,120,-76.97767506
6.1,60,60,180,-76.97767502
6.1,30,60,180,-76.97767502
6.1,0,60,0,-76.97767502
6.1,0,60,180,-76.97767502
6.1,90,60,0,-76.97767502
6.1,90,60,180,-76.97767502
6.1,30,60,0,-76.97767502
6.1,60,60,0,-76.97767502
6.0,0,0,120,-76.97767497
6.0,90,0,120,-76.97767497
6.3,0,30,60,-76.97767495
5.8,90,60,60,-76.97767491
6.2,60,90,30,-76.97767491
6.2,60,90,150,-76.97767491
5.9,30,30,30,-76.97767489
6.2,90,90,30,-76.97767481
6.2,90,90,150,-76.97767481
5.0,0,90,90,-76.97767472
6.3,30,60,30,-76.97767472
5.5,90,30,150,-76.97767469
5.5,90,30,30,-76.97767469
6.2,60,60,30,-76.97767459
5.7,90,60,90,-76.97767454
5.5,30,90,120,-76.97767448
5.7,90,90,120,-76.97767445
6.1,0,30,90,-76.97767440000001
6.0,60,60,60,-76.97767438
5.3,60,0,150,-76.97767434
5.3,60,0,30,-76.97767434
5.3,30,0,150,-76.97767434
5.3,30,0,30,-76.97767434
5.7,60,30,120,-76.97767429
6.1,0,60,60,-76.97767421
6.4,0,0,90,-76.97767420000001
6.4,90,0,90,-76.97767420000001
5.4,0,30,120,-76.97767419
6.3,30,30,60,-76.97767418
6.4,60,0,90,-76.97767408
3.4,60,60,120,-76.97767405
5.5,30,30,120,-76.97767399
6.1,30,60,60,-76.97767398
6.5,60,90,180,-76.97767397
6.5,30,90,0,-76.97767397
6.5,0,90,0,-76.97767397
6.5,30,90,180,-76.97767397
6.5,90,90,180,-76.97767397
6.5,0,90,180,-76.97767397
6.5,60,90,0,-76.97767397
6.5,90,90,0,-76.97767397
6.2,30,90,150,-76.9776739
6.2,30,90,30,-76.9776739
6.0,90,60,30,-76.97767389
5.5,60,60,120,-76.97767389
6.0,90,60,150,-76.97767389
5.3,0,0,150,-76.97767387
5.3,90,0,150,-76.97767387
5.3,90,0,30,-76.97767387
5.3,0,0,30,-76.97767387
5.2,30,60,120,-76.97767386
5.7,60,90,60,-76.97767382
5.1,30,90,90,-76.97767378
5.8,90,60,120,-76.97767368
6.2,60,30,60,-76.97767366
6.0,90,30,60,-76.97767366
6.2,90,30,90,-76.97767362
6.1,30,0,60,-76.97767355
6.1,60,0,60,-76.97767355
6.1,90,0,60,-76.97767349
6.1,0,0,60,-76.97767349
5.3,60,30,150,-76.97767344
6.1,30,30,90,-76.97767343
5.5,0,90,60,-76.97767331
5.8,60,60,150,-76.97767314
5.8,60,30,30,-76.97767312
6.2,60,30,90,-76.97767309
5.5,30,60,90,-76.97767303
5.8,90,90,60,-76.97767286
6.4,30,0,90,-76.97767284
5.0,0,30,150,-76.97767282
6.4,0,60,30,-76.9776728
6.2,0,90,30,-76.97767278
6.2,0,90,150,-76.97767278
6.0,0,30,30,-76.97767274
5.1,30,30,150,-76.97767273
6.4,0,30,60,-76.97767261
5.7,60,60,90,-76.97767259999999
5.6,30,90,60,-76.97767259
5.7,60,90,120,-76.97767258
5.6,30,60,150,-76.97767257
6.4,30,60,30,-76.97767244
6.0,90,30,120,-76.97767243
6.3,60,90,150,-76.97767242
6.3,60,90,30,-76.97767242
5.9,90,60,60,-76.9776724
6.2,30,60,180,-76.97767237
6.2,90,60,0,-76.97767237
6.2,0,60,180,-76.97767237
6.2,60,60,0,-76.97767237
6.2,90,60,180,-76.97767237
6.2,0,60,0,-76.97767237
6.2,60,60,180,-76.97767237
6.2,30,60,0,-76.97767237
6.1,30,0,120,-76.97767233
6.1,60,0,120,-76.97767233
6.1,90,0,120,-76.97767226
6.1,0,0,120,-76.97767226
6.3,90,90,30,-76.97767224
6.3,90,90,150,-76.97767224
4.9,90,0,0,-76.97767221
4.9,90,0,180,-76.97767221
4.9,0,0,180,-76.97767221
4.9,30,0,0,-76.97767221
4.9,30,0,180,-76.97767221
5.5,0,60,90,-76.97767221
4.9,60,0,180,-76.97767221
4.9,60,0,0,-76.97767221
4.9,0,0,0,-76.97767221
6.1,60,60,60,-76.97767213
5.5,0,90,120,-76.97767207
5.5,0,60,150,-76.97767205
6.5,0,0,90,-76.97767204
6.5,90,0,90,-76.97767204
5.5,90,90,90,-76.97767201
6.2,0,30,90,-76.977672
6.5,60,0,90,-76.97767192
5.4,60,90,90,-76.97767189
5.1,0,60,120,-76.97767185
6.4,30,30,60,-76.97767185
6.2,0,60,60,-76.97767182
6.0,30,30,30,-76.9776718
6.6,30,90,180,-76.97767179
6.6,60,90,180,-76.97767179
6.6,0,90,0,-76.97767179
6.6,0,90,180,-76.97767179
6.6,90,90,180,-76.97767179
6.6,60,90,0,-76.97767179
6.6,90,90,0,-76.97767179
6.6,30,90,0,-76.97767179
6.3,60,60,30,-76.97767175
6.2,30,60,60,-76.97767162
5.8,90,90,120,-76.97767162
5.8,90,60,90,-76.97767153
6.3,30,90,150,-76.97767149
6.3,30,90,30,-76.97767149
6.1,90,60,30,-76.97767145
6.1,90,60,150,-76.97767145
6.3,60,30,60,-76.97767138
5.6,30,90,120,-76.97767136
6.3,90,30,90,-76.97767135
5.6,90,30,30,-76.97767127
5.6,90,30,150,-76.97767127
5.8,60,90,60,-76.9776712
5.8,60,30,120,-76.97767118
5.9,90,60,120,-76.97767117
5.1,0,90,90,-76.97767113
6.2,60,0,60,-76.97767113
6.2,30,0,60,-76.97767113
6.1,90,30,60,-76.97767109
6.2,0,0,60,-76.97767107
6.2,90,0,60,-76.97767107
5.6,60,60,120,-76.97767104
6.2,30,30,90,-76.97767099
5.4,90,30,0,-76.97767094
5.4,60,30,0,-76.97767094
5.4,90,30,180,-76.97767094
5.4,30,30,180,-76.97767094
5.4,60,30,180,-76.97767094
5.4,0,30,180,-76.97767094
5.4,30,30,0,-76.97767094
5.4,0,30,0,-76.97767094
3.9,90,0,0,-76.97767091
3.9,60,0,0,-76.97767091
3.9,30,0,0,-76.97767091
3.9,90,0,180,-76.97767091
3.9,0,0,180,-76.97767091
3.9,0,0,0,-76.97767091
3.9,60,0,180,-76.97767091
3.9,30,0,180,-76.97767091
6.3,60,30,90,-76.97767084
5.5,0,30,120,-76.97767082
6.5,30,0,90,-76.97767068
5.6,30,30,120,-76.97767054
6.5,0,30,60,-76.97767046
6.3,0,90,150,-76.97767042
6.3,0,90,30,-76.97767042
5.9,60,60,150,-76.97767036
5.6,0,90,60,-76.97767035
5.9,90,90,60,-76.97767034
5.6,30,60,90,-76.97767033
5.2,30,90,90,-76.97767025
6.4,60,90,150,-76.9776702
6.4,60,90,30,-76.9776702
6.5,0,60,30,-76.97767015
6.6,0,0,90,-76.97767009
6.6,90,0,90,-76.97767009
6.4,90,90,150,-76.97767001
6.4,90,90,30,-76.97767001
5.9,60,30,30,-76.97766999999999
6.1,0,30,30,-76.97766998
6.6,60,0,90,-76.97766997
5.8,60,90,120,-76.97766996
6.5,30,60,30,-76.97766993
5.7,30,90,60,-76.97766993
6.2,60,0,120,-76.97766991
6.2,30,0,120,-76.97766991
6.2,60,60,60,-76.97766988
6.1,90,30,120,-76.97766985
6.2,90,0,120,-76.97766984
6.2,0,0,120,-76.97766984
5.3,30,60,120,-76.97766983
6.7,30,90,180,-76.97766982
6.7,60,90,180,-76.97766982
6.7,30,90,0,-76.97766982
6.7,90,90,180,-76.97766982
6.7,0,90,180,-76.97766982
6.7,60,90,0,-76.97766982
6.7,90,90,0,-76.97766982
6.7,0,90,0,-76.97766982
6.3,0,60,180,-76.9776698
6.3,90,60,180,-76.9776698
6.3,30,60,0,-76.9776698
6.3,60,60,0,-76.9776698
6.3,90,60,0,-76.9776698
6.3,30,60,180,-76.9776698
6.3,0,60,0,-76.9776698
6.3,60,60,180,-76.9776698
5.4,60,0,30,-76.97766978
5.4,30,0,150,-76.97766978
5.4,30,0,30,-76.97766978
5.4,60,0,150,-76.97766978
6.5,30,30,60,-76.97766976
5.8,60,60,90,-76.97766975
6.3,0,30,90,-76.97766975
6.4,60,60,30,-76.97766974
5.6,0,60,90,-76.97766968
6.0,90,60,60,-76.97766967
6.3,0,60,60,-76.97766941
5.9,90,60,90,-76.97766941
5.7,30,60,150,-76.97766937
6.4,30,90,150,-76.97766935
6.4,30,90,30,-76.97766935
5.6,90,90,90,-76.97766935
6.4,90,30,90,-76.9776693
6.4,60,30,60,-76.97766925
5.4,90,0,150,-76.97766916
5.4,90,0,30,-76.97766916
5.4,0,0,30,-76.97766916
5.4,0,0,150,-76.97766916
6.3,30,60,60,-76.97766912
5.6,0,90,120,-76.97766911
5.9,90,90,120,-76.97766911
5.5,60,90,90,-76.97766909
6.1,30,30,30,-76.97766906
6.3,30,0,60,-76.97766899
6.2,90,60,30,-76.97766899
6.2,90,60,150,-76.97766899
6.3,60,0,60,-76.97766899
6.3,90,0,60,-76.97766892
6.3,0,0,60,-76.97766892
5.6,0,60,150,-76.97766888
6.4,60,30,90,-76.97766883
5.9,60,90,60,-76.97766882
6.3,30,30,90,-76.97766881
6.2,90,30,60,-76.97766881
6.6,30,0,90,-76.97766873
5.7,30,90,120,-76.97766869
5.4,60,30,150,-76.9776686
6.6,0,30,60,-76.97766853
5.9,60,30,120,-76.97766847
6.0,90,60,120,-76.97766843
6.7,90,0,90,-76.97766838
6.7,0,0,90,-76.97766838
6.6,0,60,30,-76.97766837
6.4,0,90,150,-76.97766831
6.4,0,90,30,-76.97766831
6.7,60,0,90,-76.97766826
5.7,60,60,120,-76.97766825
5.2,0,60,120,-76.97766823
6.5,60,90,150,-76.97766821
6.6,30,60,30,-76.97766821
6.5,60,90,30,-76.97766821
6.0,90,90,60,-76.97766812
6.8,60,90,180,-76.97766804
6.8,30,90,180,-76.97766804
6.8,30,90,0,-76.97766804
6.8,60,90,0,-76.97766804
6.8,0,90,180,-76.97766804
6.8,90,90,0,-76.97766804
6.8,0,90,0,-76.97766804
6.8,90,90,180,-76.97766804
6.5,90,90,30,-76.97766799
6.5,90,90,150,-76.97766799
5.2,0,90,90,-76.97766795
6.4,90,60,0,-76.97766794
6.4,60,60,180,-76.97766794
6.4,0,60,180,-76.97766794
6.4,0,60,0,-76.97766794
6.4,90,60,180,-76.97766794
6.4,30,60,180,-76.97766794
6.4,30,60,0,-76.97766794
6.4,60,60,0,-76.97766794
5.2,30,30,150,-76.97766789
6.6,30,30,60,-76.97766789
6.4,0,30,90,-76.97766783
5.7,0,90,60,-76.97766783
5.7,90,30,150,-76.97766783
5.7,90,30,30,-76.97766783
5.7,30,60,90,-76.97766778
6.1,90,60,60,-76.97766777
6.3,30,0,120,-76.97766776
6.3,60,0,120,-76.97766776
5.9,60,60,90,-76.97766775
6.3,0,0,120,-76.97766769
6.3,90,0,120,-76.97766769
6.0,60,60,150,-76.97766768
6.4,0,60,60,-76.97766768
5.1,0,30,150,-76.97766768
5.8,30,90,60,-76.97766762
6.3,60,60,60,-76.9776676
5.9,60,90,120,-76.97766759
6.2,90,30,120,-76.97766758
5.6,0,30,120,-76.97766758
5.7,30,30,120,-76.97766757
6.2,0,30,30,-76.97766753
6.4,30,60,60,-76.97766750000001
6.5,90,30,90,-76.97766747
6.5,60,60,30,-76.97766743
6.5,30,90,30,-76.97766742
6.5,30,90,150,-76.97766742
6.5,60,30,60,-76.97766736
6.0,60,30,30,-76.97766729
5.7,0,60,90,-76.97766723
5.3,30,90,90,-76.9776672
6.7,30,0,90,-76.97766703
6.5,60,30,90,-76.97766702
6.0,90,60,90,-76.97766701
5.7,90,90,90,-76.97766701
6.4,60,0,60,-76.97766698
6.4,30,0,60,-76.97766698
6.4,90,0,60,-76.97766691
6.4,0,0,60,-76.97766691
5.4,30,60,120,-76.97766688
5.5,0,30,0,-76.97766688
5.5,60,30,180,-76.97766688
5.5,90,30,180,-76.97766688
5.5,90,30,0,-76.97766688
5.5,30,30,180,-76.97766688
6.0,90,90,120,-76.97766688
5.5,60,30,0,-76.97766688
6.3,90,30,60,-76.97766688
5.5,0,30,180,-76.97766688
5.5,30,30,0,-76.97766688
6.4,30,30,90,-76.97766686
6.8,0,0,90,-76.97766679
6.8,90,0,90,-76.97766679
6.7,0,30,60,-76.97766679
6.2,30,30,30,-76.97766673
6.0,60,90,60,-76.97766672
6.8,60,0,90,-76.97766667
5.6,60,90,90,-76.97766666
5.0,60,0,180,-76.97766662
5.0,90,0,0,-76.97766662
5.0,30,0,0,-76.97766662
5.0,90,0,180,-76.97766662
5.0,0,0,180,-76.97766662
5.0,0,0,0,-76.97766662
5.0,30,0,180,-76.97766662
5.0,60,0,0,-76.97766662
5.7,0,90,120,-76.97766659
6.3,90,60,150,-76.97766654
6.3,90,60,30,-76.97766654
6.1,90,60,120,-76.97766653
6.7,0,60,30,-76.97766651
6.9,0,90,180,-76.97766644
6.9,60,90,180,-76.97766644
6.9,0,90,0,-76.97766644
6.9,90,90,0,-76.97766644
6.9,90,90,180,-76.97766644
6.9,30,90,180,-76.97766644
6.9,30,90,0,-76.97766644
6.9,60,90,0,-76.97766644
6.5,0,90,30,-76.97766642
6.5,0,90,150,-76.97766642
6.7,30,60,30,-76.97766641
5.8,30,90,120,-76.97766639
5.8,30,60,150,-76.97766635
6.6,60,90,150,-76.97766633
6.6,60,90,30,-76.97766633
6.7,30,30,60,-76.97766621
6.6,90,90,150,-76.97766618
6.6,90,90,30,-76.97766618
6.1,90,90,60,-76.97766615
6.0,60,30,120,-76.9776661
6.5,0,30,90,-76.9776661
6.4,60,60,60,-76.97766609
5.7,0,60,150,-76.97766595
5.5,30,0,30,-76.9776659
5.5,60,0,30,-76.9776659
5.5,30,0,150,-76.9776659
5.5,60,0,150,-76.9776659
6.6,60,60,30,-76.97766589
6.2,90,60,60,-76.97766584
6.6,90,30,90,-76.97766582
6.5,90,60,180,-76.97766577
6.5,90,60,0,-76.97766577
6.5,0,60,0,-76.97766577
6.5,60,60,180,-76.97766577
6.5,30,60,180,-76.97766577
6.5,0,60,180,-76.97766577
6.5,60,60,0,-76.97766577
6.5,30,60,0,-76.97766577
6.4,60,0,120,-76.97766575
6.4,30,0,120,-76.97766575
6.1,60,60,150,-76.97766573
5.8,0,90,60,-76.97766572
6.4,0,0,120,-76.97766568
6.5,0,60,60,-76.97766568
6.4,90,0,120,-76.97766568
6.6,60,30,60,-76.97766566
6.3,90,30,120,-76.97766565
6.6,30,90,30,-76.97766561
6.6,30,90,150,-76.97766561
5.9,30,90,60,-76.97766554
5.8,60,60,120,-76.97766554
6.5,30,60,60,-76.97766553
6.0,60,90,120,-76.97766549
6.0,60,60,90,-76.97766548
6.8,30,0,90,-76.97766543
6.1,90,60,90,-76.97766541
6.6,60,30,90,-76.9776654
6.9,90,0,90,-76.97766535
6.9,0,0,90,-76.97766535
6.3,0,30,30,-76.97766534
5.5,90,0,150,-76.97766529
5.5,90,0,30,-76.97766529
5.5,0,0,30,-76.97766529
5.5,0,0,150,-76.97766529
6.5,30,0,60,-76.97766526
6.5,60,0,60,-76.97766526
5.8,30,60,90,-76.97766523
6.8,0,30,60,-76.97766522
6.9,60,0,90,-76.97766522
5.3,0,90,90,-76.97766522
6.5,0,0,60,-76.97766515
6.5,90,0,60,-76.97766515
6.5,30,30,90,-76.97766511
6.4,90,30,60,-76.97766508
5.8,30,30,120,-76.977665
5.8,90,90,90,-76.97766497
6.1,60,30,30,-76.97766495
6.1,90,90,120,-76.97766491
5.8,90,30,30,-76.97766489
5.8,90,30,150,-76.97766489
7.0,30,90,0,-76.97766488
6.4,90,60,150,-76.97766488
6.4,90,60,30,-76.97766488
7.0,30,90,180,-76.97766488
7.0,60,90,180,-76.97766488
7.0,0,90,180,-76.97766488
7.0,60,90,0,-76.97766488
7.0,0,90,0,-76.97766488
7.0,90,90,0,-76.97766488
7.0,90,90,180,-76.97766488
6.1,60,90,60,-76.97766487
5.8,0,60,90,-76.97766486
6.8,0,60,30,-76.97766484
5.7,0,30,120,-76.97766484
6.8,30,60,30,-76.97766479
6.7,60,90,30,-76.97766472
6.7,60,90,150,-76.97766472
5.5,60,30,150,-76.97766471
6.8,30,30,60,-76.97766469
5.3,0,60,120,-76.97766468
6.3,30,30,30,-76.97766465
6.6,0,90,30,-76.97766463
6.6,0,90,150,-76.97766463
6.2,90,60,120,-76.9776646
5.4,30,90,90,-76.97766456
6.6,0,30,90,-76.97766455
5.7,60,90,90,-76.97766453
5.8,0,90,120,-76.97766448
6.7,90,90,30,-76.97766444
6.7,90,90,150,-76.97766444
6.6,0,60,60,-76.97766441
6.2,90,90,60,-76.97766440000001
3.5,30,60,150,-76.97766438
6.6,30,60,180,-76.97766436
6.6,30,60,0,-76.97766436
6.6,0,60,180,-76.97766436
6.6,90,60,180,-76.97766436
6.6,90,60,0,-76.97766436
6.6,60,60,180,-76.97766436
6.6,0,60,0,-76.97766436
6.6,60,60,0,-76.97766436
6.7,90,30,90,-76.97766433
5.9,30,90,120,-76.97766429999999
6.6,30,60,60,-76.97766428
6.7,60,60,30,-76.97766425
6.5,60,60,60,-76.97766421
5.9,30,60,150,-76.97766421
6.7,60,30,60,-76.97766413
6.1,60,30,120,-76.97766407
6.7,30,90,30,-76.97766405
6.7,30,90,150,-76.97766405
6.5,60,0,120,-76.97766404
7.0,90,0,90,-76.97766404
6.5,30,0,120,-76.97766404
7.0,0,0,90,-76.97766404
6.1,60,60,90,-76.97766399
6.9,30,0,90,-76.97766399
6.7,60,30,90,-76.97766393
6.5,0,0,120,-76.97766392
6.5,90,0,120,-76.97766392
7.0,60,0,90,-76.97766391
6.4,90,30,120,-76.97766385
5.5,30,60,120,-76.97766385
6.3,90,60,60,-76.97766385
6.9,0,30,60,-76.97766379999999
5.3,30,30,150,-76.97766379
5.9,0,90,60,-76.97766378
6.2,60,60,150,-76.97766377
6.6,30,0,60,-76.97766374
6.6,60,0,60,-76.97766374
6.2,90,60,90,-76.97766374
6.0,30,90,60,-76.9776637
5.9,60,60,120,-76.97766368
6.1,60,90,120,-76.97766364
6.6,0,0,60,-76.97766362
6.6,90,0,60,-76.97766362
7.1,60,90,180,-76.97766356
7.1,90,90,180,-76.97766356
7.1,60,90,0,-76.97766356
7.1,90,90,0,-76.97766356
7.1,0,90,0,-76.97766356
7.1,0,90,180,-76.97766356
7.1,30,90,0,-76.97766356
7.1,30,90,180,-76.97766356
6.6,30,30,90,-76.97766353
5.9,30,60,90,-76.97766352
6.5,90,30,60,-76.97766348
6.4,0,30,30,-76.97766341
6.9,0,60,30,-76.97766334
6.9,30,60,30,-76.97766333
6.9,30,30,60,-76.97766331
5.9,0,60,90,-76.97766328
6.8,60,90,150,-76.97766327
6.8,60,90,30,-76.97766327
5.2,0,30,150,-76.97766326
5.9,90,90,90,-76.97766323
6.2,60,90,60,-76.97766323
5.8,0,60,150,-76.97766317
6.7,0,30,90,-76.97766316
6.2,90,90,120,-76.97766316
6.7,0,90,150,-76.97766309999999
6.7,0,90,30,-76.97766309999999
6.6,60,60,60,-76.97766305
5.6,0,30,0,-76.97766302
5.6,90,30,0,-76.97766302
5.6,30,30,180,-76.97766302
5.6,60,30,0,-76.97766302
5.6,30,30,0,-76.97766302
6.7,0,60,60,-76.97766302
5.6,60,30,180,-76.97766302
5.6,90,30,180,-76.97766302
5.6,0,30,180,-76.97766302
6.8,90,30,90,-76.97766299
6.8,90,90,150,-76.97766297
6.8,90,90,30,-76.97766297
6.7,30,60,60,-76.97766290000001
6.5,90,60,150,-76.97766289
6.2,60,30,30,-76.97766289
6.5,90,60,30,-76.97766289
5.4,0,90,90,-76.97766286
6.7,0,60,0,-76.97766285
6.7,30,60,0,-76.97766285
6.3,90,90,60,-76.97766285
6.7,30,60,180,-76.97766285
6.7,60,60,0,-76.97766285
6.7,90,60,180,-76.97766285
6.7,90,60,0,-76.97766285
6.7,0,60,180,-76.97766285
6.7,60,60,180,-76.97766285
7.1,0,0,90,-76.97766284
7.1,90,0,90,-76.97766284
6.4,30,30,30,-76.97766282
6.8,60,60,30,-76.97766279
5.9,30,30,120,-76.97766278
6.8,60,30,60,-76.97766275
5.8,60,90,90,-76.97766273
7.1,60,0,90,-76.97766272
7.0,30,0,90,-76.97766268
6.8,30,90,30,-76.97766264
6.8,30,90,150,-76.97766264
6.3,90,60,120,-76.97766262
6.8,60,30,90,-76.97766261
6.4,90,60,60,-76.97766259999999
5.8,0,30,120,-76.97766257
5.9,0,90,120,-76.97766254
7.0,0,30,60,-76.97766252
6.6,60,0,120,-76.97766251
6.6,30,0,120,-76.97766251
6.0,30,90,120,-76.97766247
6.2,60,60,90,-76.97766242
6.6,0,0,120,-76.97766239
5.9,90,30,30,-76.97766239
5.9,90,30,150,-76.97766239
6.6,90,0,120,-76.97766239
6.7,30,0,60,-76.97766237
6.7,60,0,60,-76.97766237
7.2,30,90,180,-76.97766236
7.2,0,90,180,-76.97766236
7.2,0,90,0,-76.97766236
7.2,60,90,180,-76.97766236
7.2,90,90,0,-76.97766236
7.2,60,90,0,-76.97766236
7.2,30,90,0,-76.97766236
7.2,90,90,180,-76.97766236
6.2,60,30,120,-76.97766235
5.5,30,90,90,-76.97766227
6.7,0,0,60,-76.97766225
6.7,90,0,60,-76.97766225
6.5,90,30,120,-76.97766225
5.4,0,60,120,-76.97766216
6.7,30,30,90,-76.97766212
6.1,30,90,60,-76.97766209
7.0,30,30,60,-76.97766207
6.0,0,90,60,-76.97766207
6.6,90,30,60,-76.97766205
6.2,60,90,120,-76.977662
5.6,30,0,150,-76.977662
5.6,60,0,150,-76.977662
5.6,60,0,30,-76.977662
5.6,30,0,30,-76.977662
6.0,30,60,150,-76.97766198
6.3,90,60,90,-76.97766198
6.9,60,90,150,-76.97766196
6.9,60,90,30,-76.97766196
6.8,0,30,90,-76.9776619
6.3,60,90,60,-76.97766178
6.3,60,60,150,-76.97766177
6.8,0,60,60,-76.97766177
6.9,90,30,90,-76.97766177
7.2,90,0,90,-76.97766176
7.2,0,0,90,-76.97766176
5.6,30,60,120,-76.97766176
6.7,60,60,60,-76.97766176
5.1,60,0,180,-76.97766175
5.1,0,0,180,-76.97766175
5.1,90,0,180,-76.97766175
5.1,90,0,0,-76.97766175
5.1,30,0,0,-76.97766175
5.1,30,0,180,-76.97766175
5.1,0,0,0,-76.97766175
5.1,60,0,0,-76.97766175
7.0,30,60,30,-76.97766174
6.8,0,90,30,-76.97766172
6.8,0,90,150,-76.97766172
7.0,0,60,30,-76.97766171
5.6,60,30,150,-76.97766171
6.5,0,30,30,-76.97766170000001
6.8,30,60,60,-76.97766167
6.0,90,90,90,-76.97766165
6.9,90,90,150,-76.97766164
6.9,90,90,30,-76.97766164
7.2,60,0,90,-76.97766163
6.6,90,60,150,-76.97766163
6.6,90,60,30,-76.97766163
6.3,90,90,120,-76.97766161
6.0,60,60,120,-76.97766154
6.9,60,30,60,-76.97766151
