   ENERGY (CM-1)    JTOTL  JSTEP  JTOTU      F    I         SIG(F,I)
   48.00000000          0      1     21      3    1         8.844328E-02  
   48.00000000          0      1     21      1    2          1.05478      
   48.00000000          0      1     21      2    2          156.279      
   48.00000000          0      1     21      3    2          1.39928      
   48.00000000          0      1     21      1    3         4.067059E-02  
   48.00000000          0      1     21      2    3          2.48531      
   48.00000000          0      1     21      3    3          269.799      
   48.10000000          0      1     21      1    1          136.151      
   48.10000000          0      1     21      2    1          4.07972      
   48.10000000          0      1     21      3    1         8.867053E-02  
   48.10000000          0      1     21      1    2          1.05561      
   48.10000000          0      1     21      2    2          156.070      
   48.10000000          0      1     21      3    2          1.40108      
   48.10000000          0      1     21      1    3         4.051075E-02  
   48.10000000          0      1     21      2    3          2.47390      
   48.10000000          0      1     21      3    3          268.337      
   48.20000000          0      1     21      1    1          136.008      
   48.20000000          0      1     21      2    1          4.08544      
   48.20000000          0      1     21      3    1         8.891187E-02  
   48.20000000          0      1     21      1    2          1.05645      
   48.20000000          0      1     21      2    2          155.861      
   48.20000000          0      1     21      3    2          1.40309      
   48.20000000          0      1     21      1    3         4.036044E-02  
   48.20000000          0      1     21      2    3          2.46306      
   48.20000000          0      1     21      3    3          266.905      
   48.30000000          0      1     21      1    1          135.866      
   48.30000000          0      1     21      2    1          4.09117      
   48.30000000          0      1     21      3    1         8.916823E-02  
   48.30000000          0      1     21      1    2          1.05729      
   48.30000000          0      1     21      2    2          155.653      
   48.30000000          0      1     21      3    2          1.40532      
   48.30000000          0      1     21      1    3         4.021988E-02  
   48.30000000          0      1     21      2    3          2.45279      
   48.30000000          0      1     21      3    3          265.512      
   48.40000000          0      1     21      1    1          135.724      
   48.40000000          0      1     21      2    1          4.09689      
   48.40000000          0      1     21      3    1         8.944006E-02  
   48.40000000          0      1     21      1    2          1.05813      
   48.40000000          0      1     21      2    2          155.445      
   48.40000000          0      1     21      3    2          1.40778      
   48.40000000          0      1     21      1    3         4.008908E-02  
   48.40000000          0      1     21      2    3          2.44313      
   48.40000000          0      1     21      3    3          264.167      
   48.50000000          0      1     21      1    1          135.583      
   48.50000000          0      1     21      2    1          4.10262      
   48.50000000          0      1     21      3    1         8.972756E-02  
   48.50000000          0      1     21      1    2          1.05897      
   48.50000000          0      1     21      2    2          155.238      
   48.50000000          0      1     21      3    2          1.41048      
   48.50000000          0      1     21      1    3         3.996792E-02  
   48.50000000          0      1     21      2    3          2.43405      
   48.50000000          0      1     21      3    3          262.878      
   48.60000000          0      1     21      1    1          135.442      
   48.60000000          0      1     21      2    1          4.10834      
   48.60000000          0      1     21      3    1         9.003065E-02  
   48.60000000          0      1     21      1    2          1.05981      
   48.60000000          0      1     21      2    2          155.032      
   48.60000000          0      1     21      3    2          1.41342      
   48.60000000          0      1     21      1    3         3.985617E-02  
   48.60000000          0      1     21      2    3          2.42556      
   48.60000000          0      1     21      3    3          261.650      
   48.70000000          0      1     21      1    1          135.302      
   48.70000000          0      1     21      2    1          4.11405      
   48.70000000          0      1     21      3    1         9.034888E-02  
   48.70000000          0      1     21      1    2          1.06065      
   48.70000000          0      1     21      2    2          154.826      
   48.70000000          0      1     21      3    2          1.41659      
   48.70000000          0      1     21      1    3         3.975344E-02  
   48.70000000          0      1     21      2    3          2.41765      
   48.70000000          0      1     21      3    3          260.487      
   48.80000000          0      1     21      1    1          135.162      
   48.80000000          0      1     21      2    1          4.11976      
   48.80000000          0      1     21      3    1         9.068164E-02  
   48.80000000          0      1     21      1    2          1.06150      
   48.80000000          0      1     21      2    2          154.621      
   48.80000000          0      1     21      3    2          1.42000      
   48.80000000          0      1     21      1    3         3.965930E-02  
   48.80000000          0      1     21      2    3          2.41029      
   48.80000000          0      1     21      3    3          259.391      
   48.90000000          0      1     21      1    1          135.022      
   48.90000000          0      1     21      2    1          4.12546      
   48.90000000          0      1     21      3    1         9.102802E-02  
   48.90000000          0      1     21      1    2          1.06234      
   48.90000000          0      1     21      2    2          154.417      
   48.90000000          0      1     21      3    2          1.42364      
   48.90000000          0      1     21      1    3         3.957318E-02  
   48.90000000          0      1     21      2    3          2.40344      
   48.90000000          0      1     21      3    3          258.364      
   49.00000000          0      1     21      1    1          134.883      
   49.00000000          0      1     21      2    1          4.13116      
   49.00000000          0      1     21      3    1         9.138687E-02  
   49.00000000          0      1     21      1    2          1.06318      
   49.00000000          0      1     21      2    2          154.213      
   49.00000000          0      1     21      3    2          1.42748      
   49.00000000          0      1     21      1    3         3.949442E-02  
   49.00000000          0      1     21      2    3          2.39709      
   49.00000000          0      1     21      3    3          257.406      
   49.10000000          0      1     21      1    1          134.745      
   49.10000000          0      1     21      2    1          4.13684      
   49.10000000          0      1     21      3    1         9.175700E-02  
   49.10000000          0      1     21      1    2          1.06402      
   49.10000000          0      1     21      2    2          154.010      
   49.10000000          0      1     21      3    2          1.43150      
   49.10000000          0      1     21      1    3         3.942238E-02  
   49.10000000          0      1     21      2    3          2.39119      
   49.10000000          0      1     21      3    3          256.516      
   49.20000000          0      1     21      1    1          134.606      
   49.20000000          0      1     21      2    1          4.14251      
   49.20000000          0      1     21      3    1         9.213695E-02  
   49.20000000          0      1     21      1    2          1.06486      
   49.20000000          0      1     21      2    2          153.808      
   49.20000000          0      1     21      3    2          1.43570      
   49.20000000          0      1     21      1    3         3.935630E-02  
   49.20000000          0      1     21      2    3          2.38570      
   49.20000000          0      1     21      3    3          255.691      
   49.30000000          0      1     21      1    1          134.469      
   49.30000000          0      1     21      2    1          4.14818      
   49.30000000          0      1     21      3    1         9.252518E-02  
   49.30000000          0      1     21      1    2          1.06570      
   49.30000000          0      1     21      2    2          153.606      
   49.30000000          0      1     21      3    2          1.44005      
   49.30000000          0      1     21      1    3         3.929542E-02  
   49.30000000          0      1     21      2    3          2.38057      
   49.30000000          0      1     21      3    3          254.928      
   49.40000000          0      1     21      1    1          134.331      
   49.40000000          0      1     21      2    1          4.15383      
   49.40000000          0      1     21      3    1         9.292017E-02  
   49.40000000          0      1     21      1    2          1.06654      
   49.40000000          0      1     21      2    2          153.405      
   49.40000000          0      1     21      3    2          1.44452      
   49.40000000          0      1     21      1    3         3.923900E-02  
   49.40000000          0      1     21      2    3          2.37576      
   49.40000000          0      1     21      3    3          254.222      
   49.50000000          0      1     21      1    1          134.194      
   49.50000000          0      1     21      2    1          4.15948      
   49.50000000          0      1     21      3    1         9.332025E-02  
   49.50000000          0      1     21      1    2          1.06738      
   49.50000000          0      1     21      2    2          153.205      
   49.50000000          0      1     21      3    2          1.44909      
   49.50000000          0      1     21      1    3         3.918624E-02  
   49.50000000          0      1     21      2    3          2.37123      
   49.50000000          0      1     21      3    3          253.569      
   49.60000000          0      1     21      1    1          134.058      
   49.60000000          0      1     21      2    1          4.16512      
   49.60000000          0      1     21      3    1         9.372387E-02  
   49.60000000          0      1     21      1    2          1.06822      
   49.60000000          0      1     21      2    2          153.006      
   49.60000000          0      1     21      3    2          1.45374      
   49.60000000          0      1     21      1    3         3.913644E-02  
   49.60000000          0      1     21      2    3          2.36694      
   49.60000000          0      1     21      3    3          252.963      
   49.70000000          0      1     21      1    1          133.922      
   49.70000000          0      1     21      2    1          4.17076      
   49.70000000          0      1     21      3    1         9.412950E-02  
   49.70000000          0      1     21      1    2          1.06906      
   49.70000000          0      1     21      2    2          152.807      
   49.70000000          0      1     21      3    2          1.45844      
   49.70000000          0      1     21      1    3         3.908889E-02  
   49.70000000          0      1     21      2    3          2.36282      
   49.70000000          0      1     21      3    3          252.397      
   49.80000000          0      1     21      1    1          133.787      
   49.80000000          0      1     21      2    1          4.17639      
   49.80000000          0      1     21      3    1         9.453561E-02  
   49.80000000          0      1     21      1    2          1.06990      
   49.80000000          0      1     21      2    2          152.609      
   49.80000000          0      1     21      3    2          1.46317      
   49.80000000          0      1     21      1    3         3.904292E-02  
   49.80000000          0      1     21      2    3          2.35886      
   49.80000000          0      1     21      3    3          251.865      
   49.90000000          0      1     21      1    1          133.651      
   49.90000000          0      1     21      2    1          4.18203      
   49.90000000          0      1     21      3    1         9.494094E-02  
   49.90000000          0      1     21      1    2          1.07074      
   49.90000000          0      1     21      2    2          152.412      
   49.90000000          0      1     21      3    2          1.46790      
   49.90000000          0      1     21      1    3         3.899798E-02  
   49.90000000          0      1     21      2    3          2.35500      
   49.90000000          0      1     21      3    3          251.361      
   50.00000000          0      1     21      1    1          133.517      
   50.00000000          0      1     21      2    1          4.18766      
   50.00000000          0      1     21      3    1         9.534427E-02  
   50.00000000          0      1     21      1    2          1.07158      
   50.00000000          0      1     21      2    2          152.216      
   50.00000000          0      1     21      3    2          1.47262      
   50.00000000          0      1     21      1    3         3.895355E-02  
   50.00000000          0      1     21      2    3          2.35121      
   50.00000000          0      1     21      3    3          250.878      
   50.10000000          0      1     21      1    1          133.383      
   50.10000000          0      1     21      2    1          4.19329      
   50.10000000          0      1     21      3    1         9.574448E-02  
   50.10000000          0      1     21      1    2          1.07242      
   50.10000000          0      1     21      2    2          152.021      
   50.10000000          0      1     21      3    2          1.47731      
   50.10000000          0      1     21      1    3         3.890915E-02  
   50.10000000          0      1     21      2    3          2.34746      
   50.10000000          0      1     21      3    3          250.408      
   51.00000000          0      1     21      1    1          132.193      
   51.00000000          0      1     21      2    1          4.24423      
   51.00000000          0      1     21      3    1         9.912103E-02  
   51.00000000          0      1     21      1    2          1.08013      
   51.00000000          0      1     21      2    2          150.302      
   51.00000000          0      1     21      3    2          1.51623      
   51.00000000          0      1     21      1    3         3.847690E-02  
   51.00000000          0      1     21      2    3          2.31271      
   51.00000000          0      1     21      3    3          245.917      
   52.00000000          0      1     21      1    1          130.910      
   52.00000000          0      1     21      2    1          4.30190      
   52.00000000          0      1     21      3    1         0.102500      
   52.00000000          0      1     21      1    2          1.08911      
   52.00000000          0      1     21      2    2          148.465      
   52.00000000          0      1     21      3    2          1.55305      
   52.00000000          0      1     21      1    3         3.796781E-02  
   52.00000000          0      1     21      2    3          2.27232      
   52.00000000          0      1     21      3    3          238.974      
   53.00000000          0      1     21      1    1          129.666      
   53.00000000          0      1     21      2    1          4.36064      
   53.00000000          0      1     21      3    1         0.105958      
   53.00000000          0      1     21      1    2          1.09847      
   53.00000000          0      1     21      2    2          146.693      
   53.00000000          0      1     21      3    2          1.59012      
   53.00000000          0      1     21      1    3         3.759330E-02  
   53.00000000          0      1     21      2    3          2.23961      
   53.00000000          0      1     21      3    3          231.210      
   54.00000000          0      1     22      1    1          128.460      
   54.00000000          0      1     22      2    1          4.42002      
   54.00000000          0      1     22      3    1         0.109709      
   54.00000000          0      1     22      1    2          1.10810      
   54.00000000          0      1     22      2    2          144.981      
   54.00000000          0      1     22      3    2          1.63121      
   54.00000000          0      1     22      1    3         3.740492E-02  
   54.00000000          0      1     22      2    3          2.21842      
   54.00000000          0      1     22      3    3          224.593      
   55.00000000          0      1     22      1    1          127.287      
   55.00000000          0      1     22      2    1          4.47970      
   55.00000000          0      1     22      3    1         0.113608      
   55.00000000          0      1     22      1    2          1.11791      
   55.00000000          0      1     22      2    2          143.330      
   55.00000000          0      1     22      3    2          1.67412      
   55.00000000          0      1     22      1    3         3.733051E-02  
   55.00000000          0      1     22      2    3          2.20437      
   55.00000000          0      1     22      3    3          219.326      
   56.00000000          0      1     22      1    1          126.149      
   56.00000000          0      1     22      2    1          4.53969      
   56.00000000          0      1     22      3    1         0.117496      
   56.00000000          0      1     22      1    2          1.12789      
   56.00000000          0      1     22      2    2          141.739      
   56.00000000          0      1     22      3    2          1.71608      
   56.00000000          0      1     22      1    3         3.730410E-02  
   56.00000000          0      1     22      2    3          2.19296      
   56.00000000          0      1     22      3    3          214.503      
   57.00000000          0      1     22      1    1          125.042      
   57.00000000          0      1     22      2    1          4.60009      
   57.00000000          0      1     22      3    1         0.121379      
   57.00000000          0      1     22      1    2          1.13806      
   57.00000000          0      1     22      2    2          140.205      
   57.00000000          0      1     22      3    2          1.75699      
   57.00000000          0      1     22      1    3         3.732092E-02  
   57.00000000          0      1     22      2    3          2.18363      
   57.00000000          0      1     22      3    3          209.536      
   58.00000000          0      1     22      1    1          123.966      
   58.00000000          0      1     22      2    1          4.66090      
   58.00000000          0      1     22      3    1         0.125343      
   58.00000000          0      1     22      1    2          1.14841      
   58.00000000          0      1     22      2    2          138.721      
   58.00000000          0      1     22      3    2          1.79818      
   58.00000000          0      1     22      1    3         3.740011E-02  
   58.00000000          0      1     22      2    3          2.17760      
   58.00000000          0      1     22      3    3          204.549      
   59.00000000          0      1     22      1    1          122.919      
   59.00000000          0      1     22      2    1          4.72206      
   59.00000000          0      1     22      3    1         0.129427      
   59.00000000          0      1     22      1    2          1.15892      
   59.00000000          0      1     22      2    2          137.284      
   59.00000000          0      1     22      3    2          1.84021      
   59.00000000          0      1     22      1    3         3.754618E-02  
   59.00000000          0      1     22      2    3          2.17512      
   59.00000000          0      1     22      3    3          199.892      
   60.00000000          0      1     22      1    1          121.900      
   60.00000000          0      1     22      2    1          4.78348      
   60.00000000          0      1     22      3    1         0.133612      
   60.00000000          0      1     22      1    2          1.16957      
   60.00000000          0      1     22      2    2          135.893      
   60.00000000          0      1     22      3    2          1.88263      
   60.00000000          0      1     22      1    3         3.774665E-02  
   60.00000000          0      1     22      2    3          2.17528      
   60.00000000          0      1     22      3    3          195.698      
   61.00000000          0      1     23      1    1          120.910      
   61.00000000          0      1     23      2    1          4.84515      
   61.00000000          0      1     23      3    1         0.137866      
   61.00000000          0      1     23      1    2          1.18034      
   61.00000000          0      1     23      2    2          134.547      
   61.00000000          0      1     23      3    2          1.92480      
   61.00000000          0      1     23      1    3         3.798783E-02  
   61.00000000          0      1     23      2    3          2.17707      
   61.00000000          0      1     23      3    3          191.855      
   62.00000000          0      1     23      1    1          119.944      
   62.00000000          0      1     23      2    1          4.90693      
   62.00000000          0      1     23      3    1         0.142186      
   62.00000000          0      1     23      1    2          1.19120      
   62.00000000          0      1     23      2    2          133.244      
   62.00000000          0      1     23      3    2          1.96659      
   62.00000000          0      1     23      1    3         3.826476E-02  
   62.00000000          0      1     23      2    3          2.18012      
   62.00000000          0      1     23      3    3          188.194      
   63.00000000          0      1     23      1    1          119.003      
   63.00000000          0      1     23      2    1          4.96884      
   63.00000000          0      1     23      3    1         0.146590      
   63.00000000          0      1     23      1    2          1.20215      
   63.00000000          0      1     23      2    2          131.981      
   63.00000000          0      1     23      3    2          2.00828      
   63.00000000          0      1     23      1    3         3.857930E-02  
   63.00000000          0      1     23      2    3          2.18458      
   63.00000000          0      1     23      3    3          184.642      
   64.00000000          0      1     23      1    1          118.086      
   64.00000000          0      1     23      2    1          5.03088      
   64.00000000          0      1     23      3    1         0.151101      
   64.00000000          0      1     23      1    2          1.21319      
   64.00000000          0      1     23      2    2          130.756      
   64.00000000          0      1     23      3    2          2.05016      
   64.00000000          0      1     23      1    3         3.893378E-02  
   64.00000000          0      1     23      2    3          2.19060      
   64.00000000          0      1     23      3    3          181.221      
   65.00000000          0      1     23      1    1          117.192      
   65.00000000          0      1     23      2    1          5.09302      
   65.00000000          0      1     23      3    1         0.155727      
   65.00000000          0      1     23      1    2          1.22430      
   65.00000000          0      1     23      2    2          129.568      
   65.00000000          0      1     23      3    2          2.09230      
   65.00000000          0      1     23      1    3         3.932770E-02  
   65.00000000          0      1     23      2    3          2.19810      
   65.00000000          0      1     23      3    3          177.979      
   66.00000000          0      1     23      1    1          116.319      
   66.00000000          0      1     23      2    1          5.15520      
   66.00000000          0      1     23      3    1         0.160470      
   66.00000000          0      1     23      1    2          1.23547      
   66.00000000          0      1     23      2    2          128.414      
   66.00000000          0      1     23      3    2          2.13461      
   66.00000000          0      1     23      1    3         3.975874E-02  
   66.00000000          0      1     23      2    3          2.20685      
   66.00000000          0      1     23      3    3          174.934      
   67.00000000          0      1     23      1    1          115.468      
   67.00000000          0      1     23      2    1          5.21736      
   67.00000000          0      1     23      3    1         0.165334      
   67.00000000          0      1     23      1    2          1.24667      
   67.00000000          0      1     23      2    2          127.293      
   67.00000000          0      1     23      3    2          2.17703      
   67.00000000          0      1     23      1    3         4.022539E-02  
   67.00000000          0      1     23      2    3          2.21668      
   67.00000000          0      1     23      3    3          172.065      
   68.00000000          0      1     24      1    1          114.640      
   68.00000000          0      1     24      2    1          5.27951      
   68.00000000          0      1     24      3    1         0.170332      
   68.00000000          0      1     24      1    2          1.25792      
   68.00000000          0      1     24      2    2          126.205      
   68.00000000          0      1     24      3    2          2.21967      
   68.00000000          0      1     24      1    3         4.072889E-02  
   68.00000000          0      1     24      2    3          2.22760      
   68.00000000          0      1     24      3    3          169.337      
   69.00000000          0      1     24      1    1          113.828      
   69.00000000          0      1     24      2    1          5.34142      
   69.00000000          0      1     24      3    1         0.175494      
   69.00000000          0      1     24      1    2          1.26915      
   69.00000000          0      1     24      2    2          125.147      
   69.00000000          0      1     24      3    2          2.26286      
   69.00000000          0      1     24      1    3         4.127416E-02  
   69.00000000          0      1     24      2    3          2.23984      
   69.00000000          0      1     24      3    3          166.721      
   70.00000000          0      1     24      1    1          113.036      
   70.00000000          0      1     24      2    1          5.40304      
   70.00000000          0      1     24      3    1         0.180875      
   70.00000000          0      1     24      1    2          1.28035      
   70.00000000          0      1     24      2    2          124.116      
   70.00000000          0      1     24      3    2          2.30717      
   70.00000000          0      1     24      1    3         4.187171E-02  
   70.00000000          0      1     24      2    3          2.25387      
   70.00000000          0      1     24      3    3          164.208      
   71.00000000          0      1     24      1    1          112.262      
   71.00000000          0      1     24      2    1          5.46409      
   71.00000000          0      1     24      3    1         0.186594      
   71.00000000          0      1     24      1    2          1.29146      
   71.00000000          0      1     24      2    2          123.111      
   71.00000000          0      1     24      3    2          2.35378      
   71.00000000          0      1     24      1    3         4.254633E-02  
   71.00000000          0      1     24      2    3          2.27074      
   71.00000000          0      1     24      3    3          161.797      
   72.00000000          0      1     24      1    1          111.506      
   72.00000000          0      1     24      2    1          5.52356      
   72.00000000          0      1     24      3    1         0.193057      
   72.00000000          0      1     24      1    2          1.30223      
   72.00000000          0      1     24      2    2          122.126      
   72.00000000          0      1     24      3    2          2.40667      
   72.00000000          0      1     24      1    3         4.338602E-02  
   72.00000000          0      1     24      2    3          2.29410      
   72.00000000          0      1     24      3    3          159.476      
   73.00000000          0      1     24      1    1          110.764      
   73.00000000          0      1     24      2    1          5.58417      
   73.00000000          0      1     24      3    1         0.194977      
   73.00000000          0      1     24      1    2          1.31330      
   73.00000000          0      1     24      2    2          121.281      
   73.00000000          0      1     24      3    2          2.40964      
   73.00000000          0      1     24      1    3         4.321227E-02  
   73.00000000          0      1     24      2    3          2.27075      
   73.00000000          0      1     24      3    3          155.157      
   74.00000000          0      1     24      1    1          110.043      
   74.00000000          0      1     24      2    1          5.64808      
   74.00000000          0      1     24      3    1         0.202852      
   74.00000000          0      1     24      1    2          1.32518      
   74.00000000          0      1     24      2    2          120.262      
   74.00000000          0      1     24      3    2          2.47552      
   74.00000000          0      1     24      1    3         4.436126E-02  
   74.00000000          0      1     24      2    3          2.30737      
   74.00000000          0      1     24      3    3          156.385      
   75.00000000          0      1     24      1    1          109.329      
   75.00000000          0      1     24      2    1          5.72139      
   75.00000000          0      1     24      3    1         0.203757      
   75.00000000          0      1     24      1    2          1.33929      
   75.00000000          0      1     24      2    2          119.419      
   75.00000000          0      1     24      3    2          2.46885      
   75.00000000          0      1     24      1    3         4.399124E-02  
   75.00000000          0      1     24      2    3          2.27707      
   75.00000000          0      1     24      3    3          152.281      
   76.00000000          0      1     25      1    1          108.640      
   76.00000000          0      1     25      2    1          5.77611      
   76.00000000          0      1     25      3    1         0.209845      
   76.00000000          0      1     25      1    2          1.34907      
   76.00000000          0      1     25      2    2          118.570      
   76.00000000          0      1     25      3    2          2.47504      
   76.00000000          0      1     25      1    3         4.475038E-02  
   76.00000000          0      1     25      2    3          2.25985      
   76.00000000          0      1     25      3    3          150.373      
   77.00000000          0      1     25      1    1          107.958      
   77.00000000          0      1     25      2    1          5.84020      
   77.00000000          0      1     25      3    1         0.217098      
   77.00000000          0      1     25      4    1         5.835020E-04  
   77.00000000          0      1     25      1    2          1.36108      
   77.00000000          0      1     25      2    2          117.652      
   77.00000000          0      1     25      3    2          2.56926      
   77.00000000          0      1     25      4    2         4.715021E-03  
   77.00000000          0      1     25      1    3         4.575087E-02  
   77.00000000          0      1     25      2    3          2.32326      
   77.00000000          0      1     25      3    3          149.389      
   77.00000000          0      1     25      4    3         0.131253      
   77.00000000          0      1     25      1    4         6.218293E-03  
   77.00000000          0      1     25      2    4         0.215605      
   77.00000000          0      1     25      3    4          6.63737      
   77.00000000          0      1     25      4    4          248.898      
   78.00000000          0      1     25      1    1          107.296      
   78.00000000          0      1     25      2    1          5.91227      
   78.00000000          0      1     25      3    1         0.206628      
   78.00000000          0      1     25      4    1         8.684923E-03  
   78.00000000          0      1     25      1    2          1.37496      
   78.00000000          0      1     25      2    2          116.944      
   78.00000000          0      1     25      3    2          2.45396      
   78.00000000          0      1     25      4    2         7.237393E-02  
   78.00000000          0      1     25      1    3         4.304964E-02  
   78.00000000          0      1     25      2    3          2.19843      
   78.00000000          0      1     25      3    3          145.823      
   78.00000000          0      1     25      4    3          2.27899      
   78.00000000          0      1     25      1    4         3.349372E-02  
   78.00000000          0      1     25      2    4          1.20017      
   78.00000000          0      1     25      3    4          42.1851      
   78.00000000          0      1     25      4    4          379.421      
   79.00000000          0      1     25      1    1          106.645      
   79.00000000          0      1     25      2    1          5.96607      
   79.00000000          0      1     25      3    1         0.224249      
   79.00000000          0      1     25      4    1         3.293716E-03  
   79.00000000          0      1     25      1    2          1.38462      
   79.00000000          0      1     25      2    2          116.054      
   79.00000000          0      1     25      3    2          2.60659      
   79.00000000          0      1     25      4    2         2.646882E-02  
   79.00000000          0      1     25      1    3         4.620899E-02  
   79.00000000          0      1     25      2    3          2.31434      
   79.00000000          0      1     25      3    3          144.946      
   79.00000000          0      1     25      4    3         0.737823      
   79.00000000          0      1     25      1    4         7.831466E-03  
   79.00000000          0      1     25      2    4         0.271175      
   79.00000000          0      1     25      3    4          8.51361      
   79.00000000          0      1     25      4    4          270.513      
   80.00000000          0      1     25      1    1          106.007      
   80.00000000          0      1     25      2    1          6.02723      
   80.00000000          0      1     25      3    1         0.224137      
   80.00000000          0      1     25      4    1         8.098982E-03  
   80.00000000          0      1     25      1    2          1.39601      
   80.00000000          0      1     25      2    2          115.268      
   80.00000000          0      1     25      3    2          2.59556      
   80.00000000          0      1     25      4    2         6.433353E-02  
   80.00000000          0      1     25      1    3         4.569761E-02  
   80.00000000          0      1     25      2    3          2.28476      
   80.00000000          0      1     25      3    3          142.290      
   80.00000000          0      1     25      4    3          1.83861      
   80.00000000          0      1     25      1    4         1.401651E-02  
   80.00000000          0      1     25      2    4         0.480701      
   80.00000000          0      1     25      3    4          15.6069      
   80.00000000          0      1     25      4    4          359.032      
   81.00000000          0      1     25      1    1          105.379      
   81.00000000          0      1     25      2    1          6.09166      
   81.00000000          0      1     25      3    1         0.231832      
   81.00000000          0      1     25      4    1         5.855726E-03  
   81.00000000          0      1     25      1    2          1.40819      
   81.00000000          0      1     25      2    2          114.495      
   81.00000000          0      1     25      3    2          2.64422      
   81.00000000          0      1     25      4    2         4.688752E-02  
   81.00000000          0      1     25      1    3         4.678444E-02  
   81.00000000          0      1     25      2    3          2.30834      
   81.00000000          0      1     25      3    3          141.411      
   81.00000000          0      1     25      4    3          1.31111      
   81.00000000          0      1     25      1    4         8.008621E-03  
   81.00000000          0      1     25      2    4         0.277402      
   81.00000000          0      1     25      3    4          8.88564      
   81.00000000          0      1     25      4    4          325.072      
   82.00000000          0      1     25      1    1          104.767      
   82.00000000          0      1     25      2    1          6.15099      
   82.00000000          0      1     25      3    1         0.238746      
   82.00000000          0      1     25      4    1         6.040411E-03  
   82.00000000          0      1     25      1    2          1.41920      
   82.00000000          0      1     25      2    2          113.730      
   82.00000000          0      1     25      3    2          2.69207      
   82.00000000          0      1     25      4    2         4.708042E-02  
   82.00000000          0      1     25      1    3         4.770479E-02  
   82.00000000          0      1     25      2    3          2.33137      
   82.00000000          0      1     25      3    3          139.969      
   82.00000000          0      1     25      4    3          1.26504      
   82.00000000          0      1     25      1    4         6.857888E-03  
   82.00000000          0      1     25      2    4         0.231667      
   82.00000000          0      1     25      3    4          7.18789      
   82.00000000          0      1     25      4    4          292.734      
   83.00000000          0      1     25      1    1          104.167      
   83.00000000          0      1     25      2    1          6.21289      
   83.00000000          0      1     25      3    1         0.242810      
   83.00000000          0      1     25      4    1         7.527261E-03  
   83.00000000          0      1     25      1    2          1.43084      
   83.00000000          0      1     25      2    2          113.002      
   83.00000000          0      1     25      3    2          2.71237      
   83.00000000          0      1     25      4    2         5.828696E-02  
   83.00000000          0      1     25      1    3         4.805456E-02  
   83.00000000          0      1     25      2    3          2.33088      
   83.00000000          0      1     25      3    3          138.383      
   83.00000000          0      1     25      4    3          1.57247      
   83.00000000          0      1     25      1    4         7.330710E-03  
   83.00000000          0      1     25      2    4         0.246481      
   83.00000000          0      1     25      3    4          7.73789      
   83.00000000          0      1     25      4    4          324.749      
   84.00000000          0      1     26      1    1          103.580      
   84.00000000          0      1     26      2    1          6.27505      
   84.00000000          0      1     26      3    1         0.248920      
   84.00000000          0      1     26      4    1         7.325095E-03  
   84.00000000          0      1     26      1    2          1.44255      
   84.00000000          0      1     26      2    2          112.291      
   84.00000000          0      1     26      3    2          2.74781      
   84.00000000          0      1     26      4    2         5.670049E-02  
   84.00000000          0      1     26      1    3         4.880988E-02  
   84.00000000          0      1     26      2    3          2.34380      
   84.00000000          0      1     26      3    3          137.042      
   84.00000000          0      1     26      4    3          1.50532      
   84.00000000          0      1     26      1    4         6.264245E-03  
   84.00000000          0      1     26      2    4         0.210925      
   84.00000000          0      1     26      3    4          6.56503      
   84.00000000          0      1     26      4    4          308.883      
   85.00000000          0      1     26      1    1          103.002      
   85.00000000          0      1     26      2    1          6.33567      
   85.00000000          0      1     26      3    1         0.255424      
   85.00000000          0      1     26      4    1         7.387543E-03  
   85.00000000          0      1     26      1    2          1.45393      
   85.00000000          0      1     26      2    2          111.588      
   85.00000000          0      1     26      3    2          2.78732      
   85.00000000          0      1     26      4    2         5.640570E-02  
   85.00000000          0      1     26      1    3         4.963856E-02  
   85.00000000          0      1     26      2    3          2.36044      
   85.00000000          0      1     26      3    3          135.720      
   85.00000000          0      1     26      4    3          1.45843      
   85.00000000          0      1     26      1    4         5.645663E-03  
   85.00000000          0      1     26      2    4         0.187839      
   85.00000000          0      1     26      3    4          5.73512      
   85.00000000          0      1     26      4    4          282.901      
   86.00000000          0      1     26      1    1          102.435      
   86.00000000          0      1     26      2    1          6.39633      
   86.00000000          0      1     26      3    1         0.261218      
   86.00000000          0      1     26      4    1         8.013982E-03  
   86.00000000          0      1     26      1    2          1.46534      
   86.00000000          0      1     26      2    2          110.902      
   86.00000000          0      1     26      3    2          2.82009      
   86.00000000          0      1     26      4    2         6.037108E-02  
   86.00000000          0      1     26      1    3         5.032633E-02  
   86.00000000          0      1     26      2    3          2.37163      
   86.00000000          0      1     26      3    3          134.327      
   86.00000000          0      1     26      4    3          1.53736      
   86.00000000          0      1     26      1    4         5.548000E-03  
   86.00000000          0      1     26      2    4         0.182435      
   86.00000000          0      1     26      3    4          5.52423      
   86.00000000          0      1     26      4    4          280.065      
   87.00000000          0      1     26      1    1          101.878      
   87.00000000          0      1     26      2    1          6.45730      
   87.00000000          0      1     26      3    1         0.267038      
   87.00000000          0      1     26      4    1         8.470989E-03  
   87.00000000          0      1     26      1    2          1.47684      
   87.00000000          0      1     26      2    2          110.232      
   87.00000000          0      1     26      3    2          2.85161      
   87.00000000          0      1     26      4    2         6.345381E-02  
   87.00000000          0      1     26      1    3         5.101711E-02  
